Build,ImbalanceRatio,AvgAPFD
28386109,21.6,0.07819322744785653
31095049,13.381995133819952,0.587959625961165
31401487,9.86159169550173,0.27764890805978254
32278389,8.180535966149506,0.4278621918903716
46055378,7.142857142857142,0.9954259846882241
48342655,6.24360286591607,0.4612639059454601
67918879,5.377276669557675,0.9459784611908564
82590281,4.666666666666667,0.9661379909478425
84031039,4.263565891472868,0.997906145079441
85588588,3.949627933600458,0.9987791180682329
101614188,3.8461538461538463,0.9985527047561492
107732695,3.8532961931290624,0.9989549800986348
110736970,3.8184132371658888,0.9994467241759979
115253416,3.600782778864971,0.9996314677642408
116056042,3.379360465116279,0.2835272086041563
117691130,3.2203389830508473,0.9996651314885245
118644855,3.0505243088655862,0.9994126920597683
120116175,2.9596412556053813,0.9995248456774533
123910527,2.8232636928289105,0.9990618158167941
124196573,2.7280021396095213,0.9989271479120884
125028470,2.642276422764228,0.9985610377530685
128627295,2.5647229615291556,0.9986349395000282
129369799,2.4942263279445727,0.9987191857011288
129666969,2.4077755688093663,0.998987474879416
129957244,2.3497036409822187,0.9992943899951016
130508605,2.296281243649665,0.9986017121842912
131053037,2.2469714732317314,0.9987758527119688
131621825,2.2013170272812794,0.9985627301283287
132760354,2.1589259796806965,0.9985419803438033
133304942,2.119460500963391,0.9980101490403875
134540746,2.0826278360988826,0.9991233876744581
134548657,2.0481730296575456,0.9971275292766414
134832954,2.015873015873016,0.9984989502037023
135530581,1.9855317839002617,0.999024760878994
136073789,1.9569763967732297,0.9784625710342929
136633552,1.9300536932230445,0.9987958186678132
137443603,1.904627539503386,0.9988182619839115
139094570,1.8805765271105008,0.9988691791995535
142197018,1.8577920342154504,0.9991701155676257
142451677,1.8361765854929026,0.9979200648929162
142756323,1.8156424581005588,0.9984629374565459
148304885,1.7961104917626658,0.9985634784856504
148528957,1.777509068923821,0.997383549122065
148870493,1.759773237274123,0.9969593078355139
149178934,1.7428439519852263,0.9978771069326463
149482081,1.7266674190271978,0.9960090985046751
149768351,1.7111945241775224,0.9963777554521526
150421637,1.696380334954079,0.9968577854393679
150643258,1.6821836648328397,0.996756606347659
150956147,1.6582029225826511,0.99743573704129
151830469,1.6453382084095063,0.9981292296364801
153944680,1.6329781937668029,0.9976315530633901
155081701,1.6210937500000002,0.9969438878406123
