Build,ImbalanceRatio,AvgAPFD
9392981,1.0135135135135136,0.8342946791972075
9424132,0.9884678747940692,0.9335103310635493
9427683,0.9988901220865706,0.9606201594953967
9434934,0.835421888053467,0.9987662986206136
9436829,0.7367716008037508,0.9448868257686881
9437176,0.775623268698061,0.43688027985477024
9462509,1.6354016354016354,0.9597302535899785
9467007,1.547469677959013,0.8765626328665336
9467314,2.1372328458942635,0.9297700291411264
9467340,2.6351813826146477,0.9295838386532139
9467810,3.0340944635595872,0.9435896536981616
9467842,3.3688453786351857,0.9287873744404251
9479643,3.674892703862661,0.9106617816666411
9553933,3.3815241362411173,0.9991158726262978
9616338,3.1341600901916573,0.9770089505052015
9643791,2.9686174724342664,0.9991987250319816
9646474,2.7794204612655236,0.9993230894198876
9650572,2.6151012891344383,0.9992467456028852
9651583,2.471055814757215,0.9992444672719667
9689463,2.34375,0.9993453033982254
9698546,2.2300830513688097,0.9993316130656428
9731246,2.128279883381924,0.9992372225056915
9890956,2.036575228595179,0.1090111167829391
9948709,1.999189517763069,0.9991469511401864
9962454,1.9198556886999099,0.625952439643002
9975428,1.8769422001243006,0.999326730199274
9978862,1.8088777817446149,0.999347520516582
9978907,1.7463759844766578,0.9993116716120192
9987882,1.6887816646562124,0.999282491571638
9991410,1.6355386725757097,0.9992586067245671
10024003,1.5860105734038226,0.9992821167907493
10106258,1.5401216401804985,0.999222920315949
10106889,1.4973464746019711,0.9778287914122922
10113244,1.480722667163345,0.5120942523152576
10161387,1.4418311255294223,0.9993520520773467
10194587,1.4051317856519463,0.9992994846022822
10231601,1.370674337930451,0.999238851411856
10237564,1.3382594417077176,0.9993118410750144
10244169,1.3077107088748903,0.4737796033308957
10272299,1.2788714927918152,0.9992443875893976
10359569,1.2516022016135113,0.9992738519372422
10401276,1.225778038755138,0.999368170949484
10440982,1.2009435985417114,0.9992814021569313
10443990,1.1766344078535125,0.9992835317056136
10449673,1.1535590690099748,0.9985707251251814
10451317,1.1432009626955475,0.9972488328381738
10487121,1.13314447592068,0.9993669696020057
10496523,1.112111082540499,0.47756507177992386
10497652,1.0995915802701852,0.9516317999378714
10509284,1.0801522032650055,0.9992036281818674
10529314,1.0633823971162513,0.9985425382583708
10538505,1.0455212922173276,0.4195359741583536
10545998,1.3114754098360655,0.6934884716324439
10546093,1.2902135331567974,0.9936526245261096
10546784,1.2698062165295645,0.9887988034022331
10615346,1.2502029550251665,0.9993980744735932
10621024,1.2298558100084818,0.9993012149381288
10664232,1.2102638686889675,0.999392967719824
10701186,1.1914460285132382,0.999144602705537
10710488,1.1733572997803077,0.901347030533174
10716738,1.1570896254167484,0.999402199786507
10748278,1.1403002309468824,0.9205006398434039
10750551,1.42303328290469,0.999435418465322
11007702,1.4020427112349119,0.9993063527043036
11187996,1.3817949653411163,0.9993876800695212
11188560,1.3622512995160423,0.9992558521227716
11195828,1.3433756166314306,0.999351391678743
11237830,1.325134245626191,0.9994142051369705
11414663,1.3074957410562182,0.9992984799345248
11815863,1.2904307021954082,0.9984643615417003
11829793,1.277281746031746,0.9991256624788141
11830490,1.2644803393702073,0.9734299895664339
11854630,1.2509553115321186,0.9683434121179616
11856124,1.237800523684837,0.9690085528486622
11857837,1.2250009784352862,0.8647336936794983
12048363,1.248266296809986,0.6592376994587154
12053571,1.2592452114545798,0.9989323962822988
12122980,1.2476115544565585,0.9226358991367836
12124583,1.2583025830258303,0.9415791649664256
12126116,1.2686757061325384,0.9862547158942562
12126164,1.2787448957661725,0.985934037245132
12126867,1.2885233169767358,0.9867279458805938
12127221,1.2980233853006682,0.9850636911044726
12127409,1.3072568193515184,0.9886170081099948
12131027,1.3162346890437844,0.9876409376014983
12132238,1.3249674598671695,0.9868802281615
12226279,1.3334650335835638,0.988916156962458
