Build,ImbalanceRatio,AvgAPFD
93577313,1.2605042016806722,0.47850245248313916
93666681,1.6237402015677491,0.9669887188651849
93959505,1.8052057094878253,0.9665465268676277
93973106,1.9140362659503023,0.9694986929109642
93982700,1.986013986013986,0.9664693218514533
93989533,2.0373921380632787,0.961273469387755
94000876,2.0754716981132075,0.9695043426175503
94012893,2.1050670640834577,0.9669416437519096
94037990,2.1454911163258465,0.9680650037792896
94215652,2.1633150517976842,0.9720504475183075
94240393,2.1781625244345153,0.9679317585301837
94268450,2.2036082474226806,0.9735339151737866
94281866,2.213448193347691,0.9698152096659559
94292181,2.2219740955783833,0.9524939722724532
94296365,2.2294326983462427,0.9761758691206545
94301238,2.236453201970443,0.9644599303135889
94325456,2.2422776330480088,0.9638072037584827
94342820,2.24748810153358,0.9653916073322225
94380759,2.252176825184193,0.9661105889724311
94400611,2.2564184340615534,0.9742162008795574
94413144,2.26027397260274,0.9649980918458212
94441927,2.263793856456544,0.9655821635012387
94455965,2.2670200892857144,0.9624069781627425
94468212,2.2699879469666535,0.97309187004508
94494098,2.272727272727273,0.9625095288915994
94507304,2.275122435062922,0.9685998450012916
94519874,2.2773460848774656,0.9683509997590942
94539407,2.279416007848116,0.9637865218029658
94546615,2.281347612672914,0.9693337533469839
94577711,2.283154315323582,0.9647348419416133
94583729,2.2848478510927537,0.9743538925003964
94651400,2.2864385297845375,0.9739703341013826
94680774,2.2879354457783903,0.9639101274312543
94688867,2.2893466520097503,0.971100623900176
94724478,2.2906793048973144,0.9711154190277362
94749487,2.2919397857239727,0.9696742957746478
94783764,2.2931338028169015,0.9398857656270054
94902062,2.2942664779793303,0.97158875782729
94922646,2.295342419934777,0.9673488879792606
94934672,2.296365787004935,0.9668115466622929
94957786,2.2973403408186015,0.9702413929560745
94968695,2.298269492514097,0.9724025974025974
94983505,2.299156342631299,0.9758284600389862
94997511,2.3000037156764392,0.9707819869161722
95045748,2.3008141901715615,0.9687363685932388
95160602,2.3015901248621535,0.9725183150183149
95204685,2.3023336816440265,0.9666128758280959
95262291,2.303046845678802,0.9693332499374531
95335797,2.303731443092149,0.9751239541369694
95395471,2.3043891565870127,0.9670412920412922
95408944,2.305021539252877,0.9772705506783719
95420307,2.3056300268096517,0.9686260733801717
95436380,2.3062159484893514,0.9682932578972183
95470663,2.3067805367291734,0.9671505791505792
95488717,2.307324935824727,0.9660321341250435
95499292,2.3078502096712707,0.9623831022250886
95574742,2.30835734870317,0.9650345030098372
95586351,2.3088472761268024,0.9650769673428284
95628288,2.3093208535294445,0.970299513877999
95639711,2.3097788859358306,0.9646574344023324
95675486,2.3102221263748115,0.9746031746031747
95697533,2.3105899830220715,0.9681696008600994
95714719,2.310825630581231,0.9785231116121759
95720994,2.3110539845758353,0.9684569952011813
95736571,2.31127537846185,0.9764801738185769
95760812,2.3114901256732496,0.9585269650028687
95781747,2.31169852110254,0.9729294950738916
95810756,2.3117889130961027,0.9775207860922146
95887143,2.3118766999093383,0.9638530438742979
95898490,2.3119619925678534,0.9668666140489345
96124423,2.3120448958768147,0.9738206289978679
96189356,2.3121255088505697,0.9729146141215106
96243592,2.3122039251071507,0.9701265638638347
96259952,2.3122802332309607,0.9698577356253706
96295225,2.3123545171065922,0.967745921898171
96343200,2.3124268562264314,0.8308411214953271
97777899,2.284687459889616,0.8278757346767422
97785678,2.257179054054054,0.9818181818181818
97791745,2.2303747863426024,0.9810238305383937
98126039,2.2042479624598665,0.9817913385826772
98148808,2.1787732206007884,0.9805921052631581
98243765,2.1539264493335475,0.9818181818181818
98317121,2.129684711481261,0.9792703150912108
98656731,2.106026173497375,0.9794094794094794
98960854,2.082930039877657,0.9777878513145966
98965316,2.060376492194674,0.9789667896678967
99323272,2.0383466323790795,0.9845735027223231
99333511,2.016822429906542,0.9830364715860899
99359375,1.9957866725801088,0.9834791059280856
99417188,1.9751868296515558,0.9839497557571528
99469260,1.9549035195490352,0.9832775919732442
99479961,1.935068879875641,0.9783904619970194
99487349,1.9158374719428783,0.9809286898839138
99570957,1.8968531468531467,0.98130081300813
100471793,1.878275307424895,0.07682370820668691
103398095,1.8601228673614318,0.027669576897246417
103404847,1.8422255710391304,0.9984709480122322
103424669,1.824670755001508,0.9982532751091704
103444812,1.807478650194843,0.9984939759036144
103451586,1.7906381302521006,0.9978885135135137
103459312,1.7741385192766974,0.9991902834008096
103575124,1.7579412947326096,0.9985968194574368
103583967,1.742065956464275,0.9983164983164985
103654831,1.7264213414057328,0.9985734664764621
103710008,1.7110830093828548,0.9985808893093662
103742447,1.6960158315424931,0.998546511627907
107168858,1.6812384204320998,0.3046634615384615
110938325,1.6681578987276506,0.8579687500000001
111797480,1.6536249080067886,0.527226588081205
116151894,1.642637146810695,0.29673913043478256
125885095,1.628352490421456,0.02187321530553964
127745626,1.6133502545475762,0.01154803384768536
127840022,1.5987406487392046,0.17665964172813484
130674288,1.5844189272282678,0.6168383110195674
131624715,1.5703766638346077,0.8833410888785481
131806070,1.556343853843889,0.5182152805411858
131861287,1.546964394823085,0.9981949458483754
140383704,1.5336368512991212,0.9996960486322187
141356482,1.5196078431372548,0.9385153308230232
142294983,1.505837310253714,0.9981776765375855
142900677,1.4924576158056333,0.14573823940381922
145928741,1.479317319514033,0.2571633924293244
150731428,1.4661221070269137,0.02175025588536332
151125757,1.4531831321865156,0.00225955967555034
153553161,1.440511497130532,0.5714571220930232
154838116,1.4294434835690304,0.4750311332503113
155364832,1.4171978534176515,0.6530277544154752
155759576,1.4050411779386074,0.8325912733748886
